X,Y
1.000000000000000000e+00,9.460000000000000000e+02
2.000000000000000000e+00,9.440000000000000000e+02
3.000000000000000000e+00,1.271108769666331682e+03
4.000000000000000000e+00,9.770072115468681204e+02
5.000000000000000000e+00,7.509531160462025809e+02
6.000000000000000000e+00,5.772020675329979440e+02
7.000000000000000000e+00,4.436524992645076395e+02
8.000000000000000000e+00,3.410028327599355293e+02
9.000000000000000000e+00,2.621036332333882228e+02
1.000000000000000000e+01,2.014596594348698773e+02
1.100000000000000000e+01,1.548471262261147672e+02
1.200000000000000000e+01,1.190195226565350168e+02
1.300000000000000000e+01,9.148149609637658841e+01
1.400000000000000000e+01,7.031505370914756270e+01
1.500000000000000000e+01,5.404597638971204532e+01
1.600000000000000000e+01,4.154114104782818373e+01
1.700000000000000000e+01,3.192959984869560230e+01
1.800000000000000000e+01,2.454191966763808352e+01
1.900000000000000000e+01,1.886355681959498654e+01
2.000000000000000000e+01,1.449901966533223430e+01
2.100000000000000000e+01,1.114432305986525407e+01
2.200000000000000000e+01,8.565816126148318332e+00
2.300000000000000000e+01,6.583908732081367177e+00
2.400000000000000000e+01,5.060563238107815387e+00
2.500000000000000000e+01,3.889680329574131790e+00
2.600000000000000000e+01,2.989709317797796917e+00
2.700000000000000000e+01,2.297968225554821053e+00
2.800000000000000000e+01,1.766278057275909807e+00
2.900000000000000000e+01,1.357607185739538647e+00
3.000000000000000000e+01,1.043492140537711776e+00
3.100000000000000000e+01,8.020551591076212627e-01
3.200000000000000000e+01,6.164804249696245186e-01
3.300000000000000000e+01,4.738428648642770136e-01
3.400000000000000000e+01,3.642079318152700584e-01
3.500000000000000000e+01,2.799396750126234568e-01
3.600000000000000000e+01,2.151689043552225122e-01
3.700000000000000000e+01,1.653844079062364303e-01
3.800000000000000000e+01,1.271187510131152609e-01
3.900000000000000000e+01,9.770677335130503738e-02
4.000000000000000000e+01,7.509996348011882539e-02
4.100000000000000000e+01,5.772378230561903828e-02
4.200000000000000000e+01,4.436799818882176255e-02
4.300000000000000000e+01,3.410239566182535903e-02
4.400000000000000000e+01,2.621198695794859854e-02
4.500000000000000000e+01,2.014721391121449337e-02
4.600000000000000000e+01,1.548567184301702371e-02
4.700000000000000000e+01,1.190268954736853520e-02
4.800000000000000000e+01,9.148716303511312750e-03
4.900000000000000000e+01,7.031940946543311158e-03
5.000000000000000000e+01,5.404932433711375286e-03
5.100000000000000000e+01,4.154371436714857438e-03
5.200000000000000000e+01,3.193157776875537278e-03
5.300000000000000000e+01,2.454343994836334295e-03
5.400000000000000000e+01,1.886472534684270749e-03
5.500000000000000000e+01,1.449991782572192028e-03
5.600000000000000000e+01,1.114501340926634526e-03
5.700000000000000000e+01,8.566346746626627567e-04
5.800000000000000000e+01,6.584316580761417686e-04
5.900000000000000000e+01,5.060876721195284441e-04
6.000000000000000000e+01,3.889921280816439290e-04
6.100000000000000000e+01,2.989894519180227991e-04
6.200000000000000000e+01,2.298110576147112730e-04
6.300000000000000000e+01,1.766387471638043087e-04
6.400000000000000000e+01,1.357691284459808419e-04
6.500000000000000000e+01,1.043556780998187815e-04
6.600000000000000000e+01,8.021048434442785210e-05
6.700000000000000000e+01,6.165186136411010759e-05
6.800000000000000000e+01,4.738722176689487214e-05
6.900000000000000000e+01,3.642304931432430523e-05
7.000000000000000000e+01,2.799570162352303602e-05
7.100000000000000000e+01,2.151822332692767323e-05
7.200000000000000000e+01,1.653946528557354714e-05
7.300000000000000000e+01,1.271266255473652793e-05
7.400000000000000000e+01,9.771282592283426016e-06
7.500000000000000000e+01,7.510461564378391895e-06
7.600000000000000000e+01,5.772735807943051535e-06
7.700000000000000000e+01,4.437074662143738987e-06
7.800000000000000000e+01,3.410450817851157569e-06
7.900000000000000000e+01,2.621361069313654317e-06
8.000000000000000000e+01,2.014846195624897003e-06
8.100000000000000000e+01,1.548663112284270303e-06
8.200000000000000000e+01,1.190342687475541670e-06
8.300000000000000000e+01,9.149283032489559924e-07
8.400000000000000000e+01,7.032376549154134961e-07
8.500000000000000000e+01,5.405267249190830634e-07
8.600000000000000000e+01,4.154628784587660675e-07
8.700000000000000000e+01,3.193355581133996390e-07
8.800000000000000000e+01,2.454496032326433761e-07
8.900000000000000000e+01,1.886589394647633378e-07
9.000000000000000000e+01,1.450081604174932970e-07
9.100000000000000000e+01,1.114570380143202655e-07
9.200000000000000000e+01,8.566877399974903848e-08
9.300000000000000000e+01,6.584724454706174029e-08
9.400000000000000000e+01,5.061190223701874986e-08
9.500000000000000000e+01,3.890162246984785746e-08
