File,L_start,k_start,R2_start,MSE_start,a_end,b_end,R2_end,MSE_end
1034854157,NA,NA,NA,NA,684.8690283123597,0.352082442450333,0.8108275262983667,279.1629196633524
1035304579,NA,NA,NA,NA,733.8366076830353,0.4040106431027403,0.8994538701867856,147.65462867485084
1039968901,NA,NA,NA,NA,365.8869475223577,0.17167687007829294,0.957130127178072,27.76370342140698
1057541165,NA,NA,NA,NA,316.88029429657144,0.1934369003701016,0.9159579554132311,38.81589119679905
1061495119,NA,NA,NA,NA,80.38168870140773,0.09684309220023035,0.928573503567503,3.847725338833584
1061567976,NA,NA,NA,NA,499.8155017879097,0.009621246481044657,0.3810556851318154,21510.176878616738
1066220530,NA,NA,NA,NA,1287.666463037988,0.0084090521253315,0.7409295588920926,32106.308757020706
1066472668,NA,NA,NA,NA,886.6511769834112,0.29739923291316217,0.7157890341775772,830.9713614876482
1093207946,NA,NA,NA,NA,1541.671314994598,0.29079228417170877,0.8838238531707857,944.170531887225
1145052719,NA,NA,NA,NA,891.9938479190652,0.3971482126879315,0.9137018755607756,182.50247001024815
1162597358,NA,NA,NA,NA,843.8654385127066,0.3680638652381094,0.8764980649312225,263.45746321396865
1163653026,NA,NA,NA,NA,636.0390673513738,0.7140100867242583,0.9134747840076984,69.01631808086998
1167723863,NA,NA,NA,NA,374.0698796816891,0.007588254298326061,0.4932083698099007,9181.711341068369
1167879036,NA,NA,NA,NA,3551.36970596449,0.3718162518428576,0.892477543423366,3998.463026422296
1183679487,NA,NA,NA,NA,1006.9419713853235,0.2748385046637542,0.9327539277061898,234.03498584530266
123509,NA,NA,NA,NA,1498.625548648481,0.29725280251459507,0.8586011941075951,1130.00184063933
1254382358,NA,NA,NA,NA,277.5958787091431,0.13903568419941598,0.9065519098942341,43.577561952412495
1254770075,NA,NA,NA,NA,246.26903217402796,0.005139028371365853,0.7201952699688798,1876.2623420767782
131515048,NA,NA,NA,NA,965.1843535041867,0.15203578448961172,0.8681095665764961,721.1554942603902
1324612708,NA,NA,NA,NA,149.80735424338494,0.4040122507178971,0.8816164698004064,7.447248655570303
1330273176,NA,NA,NA,NA,254.8676031243087,0.42622262687657225,0.9330212333206849,10.955133291583456
