File,L_start,k_start,R2_start,MSE_start,a_end,b_end,R2_end,MSE_end
1057952744,NA,NA,NA,NA,221.88053110373988,0.00475327342248895,0.7112138267401411,1619.985081359809
1392306077,NA,NA,NA,NA,237.13343845951044,0.008164756850967647,0.6430944389872855,2067.6403761645697
1392467583,NA,NA,NA,NA,1414.365681821063,0.033498619860313106,0.9041312108916302,4692.302173167845
1392524872,NA,NA,NA,NA,636.1162866013325,0.04466722554368765,0.9305627785895823,507.45404560773807
1393576525,NA,NA,NA,NA,465.3168372881424,0.016973627287375757,0.6474038659363823,4614.618208378157
1393721862,NA,NA,NA,NA,245.2883598797768,0.01252183595370894,0.8941816329209188,327.4402926194292
1451214091,NA,NA,NA,NA,2511.728119509599,0.052812950045989675,0.8084231570042901,20963.815668067422
1457851082,NA,NA,NA,NA,4594.413861019718,0.09371032029468705,0.9638125210432438,6830.064645595619
1457966526,NA,NA,NA,NA,3778.73764340278,0.09351869483136102,0.9481182633384133,6707.99962247929
1457969738,NA,NA,NA,NA,5278.057522049246,0.12897552674516033,0.9178732419519666,16315.973046801266
1459267951,NA,NA,NA,NA,2186.7909878154423,0.026708740799568104,0.920781020067222,10745.463901304878
1460106541,NA,NA,NA,NA,6615.216860616957,0.122995461275455,0.8827960289730529,37781.452236840174
1460160267,NA,NA,NA,NA,506.5368815247864,0.04776358484666052,0.8667678057431039,622.703274466364
1460999641,NA,NA,NA,NA,1750.4949896182131,1.9792679635210306,0.9916618093098414,40.49820330728683
1461375735,NA,NA,NA,NA,2865.0465247620828,0.008592259449562819,0.8286674581510656,107897.93004240489
1461831183,NA,NA,NA,NA,602.4447524479303,0.08079161898147351,0.9257732051141133,286.59173580617903
1463091882,NA,NA,NA,NA,157.9328531650768,0.03746018319945499,0.8226013710030285,107.43418940740837
1466082002,NA,NA,NA,NA,930.4709332406957,1.8893726420720536,0.976572904408678,32.27747788462436
1466082269,NA,NA,NA,NA,1688.3672535383262,0.08411230198491634,0.874942520902464,3896.2441316089403
1466086760,NA,NA,NA,NA,238.19617963968628,0.010019736294308969,0.8634297316030126,520.0740800273691
1466102699,NA,NA,NA,NA,464.5723500667866,0.04375059586295836,0.8623547033413066,589.5533531773012
1466108877,NA,NA,NA,NA,2500.967067335201,0.11859148244262278,0.9028090744180197,4728.102139943379
1466169760,NA,NA,NA,NA,136.9293935512389,0.02644975858353826,0.7790421339197353,143.74169146285448
1466359716,NA,NA,NA,NA,2435.94653211258,0.12811674941506035,0.9135905032245378,3694.9775919351564
1466372527,NA,NA,NA,NA,738.1119765946833,0.014232062260797802,0.7953179058800378,6031.6816582962765
1466403955,NA,NA,NA,NA,4578.919536414659,0.21310991490360726,0.8514745473227003,15131.095105207794
1467043795,NA,NA,NA,NA,159.9953354735825,0.03828720325952119,0.9002704806500144,52.43766241080152
1467280664,NA,NA,NA,NA,4416.350062082085,0.09403333756293243,0.8589822023011824,26845.698308190116
1467424072,NA,NA,NA,NA,3222.5385156333737,0.268612976091162,0.8066559377368842,8862.986691333685
1467675339,NA,NA,NA,NA,824.8939068460203,0.011538536248714537,0.6827703090393301,16393.82587147225
1467939376,NA,NA,NA,NA,1839.3426072429509,0.07868791692730748,0.9660700540603061,1196.4567031312952
1467946793,NA,NA,NA,NA,182.1010472107156,0.023916384375336493,0.823562275372496,209.2592386161803
1467967155,NA,NA,NA,NA,821.4984380622753,0.02878383280001632,0.820492058081246,3405.134488635776
1468061232,NA,NA,NA,NA,964.0113088184371,0.21504928174025875,0.9231874591130296,334.8563946416682
1468242109,NA,NA,NA,NA,3987.7836166077104,0.0349287563890856,0.8663510602998072,48892.46118038209
1468293998,NA,NA,NA,NA,523.4883828156919,0.03416953084160266,0.7621564398406415,1816.4301184421086
1468360565,NA,NA,NA,NA,5103.92146668827,0.3417033783001367,0.8548232295052629,13524.928119512657
1469414793,NA,NA,NA,NA,2829.491586559653,0.12511250082687567,0.9050738993147212,5540.5888940054665
1469464191,NA,NA,NA,NA,2794.4194372200964,0.0856660372846261,0.8005211670442912,18292.870878863207
1469495674,NA,NA,NA,NA,4186.4427747919435,0.02408022829265417,0.8544939533596081,86481.74679188128
1469523495,NA,NA,NA,NA,762.51937140424,0.02380997792002295,0.9312061431049913,1224.5892123525484
1470031869,NA,NA,NA,NA,379.4816000305277,0.0956508777288576,0.8191111214566663,270.7450015585588
1470326377,NA,NA,NA,NA,254.74465343545074,0.03571601009945254,0.9630046279806855,49.98400303795817
1470363181,NA,NA,NA,NA,444.6098670937766,0.020884381877492704,0.8632774063760255,1026.5253241046305
1470396805,NA,NA,NA,NA,184.61943302357975,0.34866450076823596,0.8993443135698714,11.605571818558191
1470615986,NA,NA,NA,NA,594.9797713421251,0.05504599337412508,0.8688751073124548,755.450857193541
1470622381,NA,NA,NA,NA,592.9498313598103,0.033986351745828015,0.6532448751136749,3822.131014036872
1471389748,NA,NA,NA,NA,3522.755532170922,2.625259116893466,0.9441643775330891,1117.572837162457
1471578470,NA,NA,NA,NA,232.99998116741978,5.442396532631082,0.9998156839301429,0.015514476844336674
1474230519,NA,NA,NA,NA,2118.2189889584656,0.06794253850860736,0.7801591007500608,13832.284560659655
1474233553,NA,NA,NA,NA,914.198238269647,0.15318553702619916,0.9400741190914359,301.8526811593788
1474528268,NA,NA,NA,NA,1286.6071467883464,0.10314300673124707,0.9514160908583477,669.2102748156641
1474536572,NA,NA,NA,NA,173.03644807738237,0.10234056106943032,0.86483508983715,37.30158989436244
1474580293,NA,NA,NA,NA,1611.528996916939,0.11241720670767995,0.8770786443227854,2695.8450265400716
1474686235,NA,NA,NA,NA,677.674507069226,0.04778845140640391,0.8860725007932507,936.5003453301358
1474686431,NA,NA,NA,NA,242.52335786024128,0.010067952616198765,0.7913726068229594,897.1015096222693
1475948057,NA,NA,NA,NA,56.37469017517108,0.012953386906011872,0.6419653474701279,88.32654545008417
1476501258,NA,NA,NA,NA,270.7690186142494,0.04582419796841109,0.9242410530615071,97.86439126134596
1476504716,NA,NA,NA,NA,2188.9509173257125,0.3078966277582036,0.8880279674453005,1979.9384829646876
1476653639,NA,NA,NA,NA,234.78676787641177,0.03102862714465508,0.9237291359996408,105.7132072562741
1476957101,NA,NA,NA,NA,986.8075269784562,0.02048996853620019,0.8098890113992071,7762.454569052551
1477587923,NA,NA,NA,NA,780.3683645796391,0.03559731669921941,0.7434247068702342,4237.449978641726
1478242793,NA,NA,NA,NA,409.35668999474785,0.16280885990237873,0.8142749041288941,203.14529191215084
1478244951,NA,NA,NA,NA,217.66930582706266,0.019769853731304014,0.8042589530160702,401.10925840456656
1478450651,NA,NA,NA,NA,2954.314390869793,0.025891354947432416,0.8494234994000454,42268.96934590009
1479179780,NA,NA,NA,NA,319.06516979510945,0.008900623660917525,0.8613237380289902,973.587026252264
1479541081,NA,NA,NA,NA,218.72771766269346,0.024791152122240548,0.8267948438528556,287.09177307342503
1479831039,NA,NA,NA,NA,349.6711070012854,0.4362098504060826,0.826079771874457,67.66045227067967
1482564075,NA,NA,NA,NA,461.10547254445254,0.644455841377707,0.8594410310521964,73.0038080578827
1482777618,NA,NA,NA,NA,141.2384091640015,0.013369755380057417,0.8901679429834042,117.45362761325137
1483883567,NA,NA,NA,NA,274.5309226264305,0.18035881333744838,0.8348111859058904,73.5742353104894
1483999475,NA,NA,NA,NA,541.8889040382059,0.040481634654102684,0.7552555273923589,1671.471498427207
1484072597,NA,NA,NA,NA,248.83906404321593,0.11399332820626033,0.7712143568672348,125.6739010016659
1484286827,NA,NA,NA,NA,241.04789567511938,0.02998714828623479,0.8982526404677195,158.16220041291004
1484354960,NA,NA,NA,NA,188.59883959461425,0.17493145094536933,0.8637279319898502,28.5751217900159
1484794401,NA,NA,NA,NA,824.5744900690349,0.008611703242555368,0.7023273411832434,17318.929291512115
1490606477,NA,NA,NA,NA,2104.8258566422546,1.0179513273955865,0.9412119518668772,483.16151589311636
1490770239,NA,NA,NA,NA,560.6432076157162,0.04189877479838686,0.8057223913202195,1362.465991562128
1492012600,NA,NA,NA,NA,703.0355777738017,0.13813621531842143,0.9056546125280012,295.7755427450459
1494402178,NA,NA,NA,NA,868.1182559832444,0.09343250598468662,0.8721518825438328,929.0227313133053
1495090844,NA,NA,NA,NA,596.8368257060416,1.3315538177397315,0.9144962933974559,54.48949763982362
1495212743,NA,NA,NA,NA,339.76114265181,0.12607893816076474,0.8127668757186053,177.42272752152664
1498741826,NA,NA,NA,NA,154.3249041358101,0.07745166871536326,0.8656182441733129,37.498454040642514
1500183113,NA,NA,NA,NA,262.1171360346835,0.08798282821709744,0.8739113713760851,90.0310237790565
1500692647,NA,NA,NA,NA,171.29139174447803,0.09624164138448797,0.7734874763894046,72.6773730721854
1500807213,NA,NA,NA,NA,287.44817417181315,0.04923335258859116,0.9149214532495872,117.49624101978998
1501193093,NA,NA,NA,NA,211.0,734.0594176350752,1.0,0.0
1501274401,NA,NA,NA,NA,290.126408272642,0.03545387502106709,0.8464131923850228,318.7430538337931
1502176166,NA,NA,NA,NA,195.91337127467756,0.042836396190983284,0.8459378711832422,117.83533944229256
1515853459,NA,NA,NA,NA,140.9471956184031,0.07916358245031449,0.7605605060590286,62.4639270647128
