X,Y
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.063044450103754368e+00
3.000000000000000000e+00,4.136699575843068466e+00
4.000000000000000000e+00,6.220863961784404594e+00
5.000000000000000000e+00,8.315433339908750554e+00
6.000000000000000000e+00,1.042030055868363903e+01
7.000000000000000000e+00,1.253535555473425589e+01
8.000000000000000000e+00,1.466048532777294788e+01
9.000000000000000000e+00,1.679557391892804930e+01
1.000000000000000000e+01,1.894050239277992276e+01
1.100000000000000000e+01,2.109514882296426563e+01
1.200000000000000000e+01,2.325938828188877494e+01
1.300000000000000000e+01,2.543309283488221695e+01
1.400000000000000000e+01,2.761613153839808987e+01
1.500000000000000000e+01,2.980837043692219268e+01
1.600000000000000000e+01,3.200967255078077756e+01
1.700000000000000000e+01,3.421989786225268659e+01
1.800000000000000000e+01,3.643890330410651046e+01
1.900000000000000000e+01,3.866654275109772954e+01
2.000000000000000000e+01,4.090266701535671956e+01
2.100000000000000000e+01,4.314712384535419432e+01
2.200000000000000000e+01,4.539975792673432409e+01
2.300000000000000000e+01,4.766041088143861515e+01
2.400000000000000000e+01,4.992892126913060480e+01
2.500000000000000000e+01,5.220512459319036225e+01
2.600000000000000000e+01,5.448885331028799328e+01
2.700000000000000000e+01,5.677993684134941077e+01
2.800000000000000000e+01,5.907820158625890627e+01
2.900000000000000000e+01,6.138347094271171045e+01
3.000000000000000000e+01,6.369556532829776785e+01
3.100000000000000000e+01,6.601430220696580875e+01
3.200000000000000000e+01,6.833949612093505266e+01
3.300000000000000000e+01,7.067095872772534904e+01
3.400000000000000000e+01,7.300849884243220345e+01
3.500000000000000000e+01,7.535192248600945675e+01
3.600000000000000000e+01,7.770103293991216731e+01
3.700000000000000000e+01,8.005563080690660627e+01
3.800000000000000000e+01,8.241551407637153659e+01
3.900000000000000000e+01,8.478047819254405226e+01
4.000000000000000000e+01,8.715031612813319839e+01
4.100000000000000000e+01,8.952481846475563998e+01
4.200000000000000000e+01,9.190377348031870497e+01
4.300000000000000000e+01,9.428696724317966016e+01
4.400000000000000000e+01,9.667418371221144469e+01
4.500000000000000000e+01,9.906520484247791103e+01
4.600000000000000000e+01,1.014598106977144596e+02
4.700000000000000000e+01,1.038577795702585576e+02
4.800000000000000000e+01,1.062588881085556665e+02
4.900000000000000000e+01,1.086629114516105972e+02
5.000000000000000000e+01,1.110696233523454310e+02
5.100000000000000000e+01,1.134787962608199194e+02
5.200000000000000000e+01,1.158902013960296387e+02
5.300000000000000000e+01,1.183036088236465417e+02
5.400000000000000000e+01,1.207187875413660407e+02
5.500000000000000000e+01,1.231355055708623780e+02
5.600000000000000000e+01,1.255535300539805661e+02
5.700000000000000000e+01,1.279726273557685232e+02
5.800000000000000000e+01,1.303925631760551198e+02
5.900000000000000000e+01,1.328131026697326718e+02
6.000000000000000000e+01,1.352340105758381412e+02
6.100000000000000000e+01,1.376550513555636712e+02
6.200000000000000000e+01,1.400759893392898050e+02
6.300000000000000000e+01,1.424965888827477158e+02
6.400000000000000000e+01,1.449166145324327886e+02
6.500000000000000000e+01,1.473358312003759920e+02
6.600000000000000000e+01,1.497540043483847114e+02
6.700000000000000000e+01,1.521709001811417465e+02
6.800000000000000000e+01,1.545862858293150452e+02
6.900000000000000000e+01,1.569999294669653978e+02
7.000000000000000000e+01,1.594116003486266777e+02
7.100000000000000000e+01,1.618210688274857318e+02
7.200000000000000000e+01,1.642281063825528520e+02
7.300000000000000000e+01,1.666324856560748913e+02
7.400000000000000000e+01,1.690339805011721523e+02
7.500000000000000000e+01,1.714323660393567934e+02
7.600000000000000000e+01,1.738274187271235292e+02
7.700000000000000000e+01,1.762189164325722572e+02
7.800000000000000000e+01,1.786066385224272324e+02
7.900000000000000000e+01,1.809903659578443751e+02
8.000000000000000000e+01,1.833698813677122530e+02
8.100000000000000000e+01,1.857449690487660519e+02
8.200000000000000000e+01,1.881154149436328282e+02
8.300000000000000000e+01,1.904810066284675543e+02
8.400000000000000000e+01,1.928415333111452412e+02
8.500000000000000000e+01,1.951967858405085394e+02
8.600000000000000000e+01,1.975465567270188956e+02
8.700000000000000000e+01,1.998906401749052577e+02
